Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
java-client,io.appium.java_client.ios.options.app,SupportsAppPushTimeoutOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.app,SupportsBundleIdOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.app,SupportsLocalizableStringsDirOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.general,SupportsIncludeDeviceCapsToSessionInfoOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.general,SupportsResetLocationServiceOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.other,CommandTimeouts,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEFAULT_COMMAND
java-client,io.appium.java_client.ios.options.other,SupportsCommandTimeoutsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.other,SupportsLaunchWithIdbOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.other,SupportsResetOnSessionStartOnlyOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.other,SupportsShowIosLogOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.other,SupportsUseJsonSourceOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,PasteboardSyncState,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
java-client,io.appium.java_client.ios.options.simulator,SupportsCalendarAccessAuthorizedOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsCalendarFormatOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsConnectHardwareKeyboardOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsCustomSslCertOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsEnforceFreshSimulatorCreationOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsForceSimulatorSoftwareKeyboardPresenceOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsIosSimulatorLogsPredicateOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsKeepKeyChainsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsKeychainsExcludePatternsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsPermissionsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsReduceMotionOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsScaleFactorOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsShutdownOtherSimulatorsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsSimulatorDevicesSetPathOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsSimulatorPasteboardAutomaticSyncOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsSimulatorStartupTimeoutOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsSimulatorTracePointerOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsSimulatorWindowCenterOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.simulator,SupportsWebkitResponseTimeoutOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,Keychain,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: path; password
java-client,io.appium.java_client.ios.options.wda,SupportsAllowProvisioningDeviceRegistrationOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsAutoAcceptAlertsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsAutoDismissAlertsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsDerivedDataPathOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsDisableAutomaticScreenshotsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsForceAppLaunchOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsKeychainOptions,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsMaxTypingFrequencyOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsMjpegServerPortOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsProcessArgumentsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsResultBundlePathOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsScreenshotQualityOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsShouldTerminateAppOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsShouldUseSingletonTestManagerOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsShowXcodeLogOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsSimpleIsVisibleCheckOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsUpdatedWdaBundleIdOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsUseNativeCachingStrategyOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsUseNewWdaOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsUsePrebuiltWdaOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsUseSimpleBuildTestOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsUseXctestrunFileOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsWaitForIdleTimeoutOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsWaitForQuiescenceOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsWdaBaseUrlOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsWdaConnectionTimeoutOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsWdaEventloopIdleDelayOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsWdaLaunchTimeoutOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsWdaLocalPortOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsWdaStartupRetriesOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsWdaStartupRetryIntervalOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsWebDriverAgentUrlOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.wda,SupportsXcodeCertificateOptions,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsAbsoluteWebLocationsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsAdditionalWebviewBundleIdsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsEnableAsyncExecuteFromHttpsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsFullContextListOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsIncludeSafariInWebviewsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsNativeWebTapOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsNativeWebTapStrictOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsSafariAllowPopupsOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsSafariGarbageCollectOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsSafariIgnoreFraudWarningOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsSafariIgnoreWebHostnamesOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsSafariInitialUrlOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsSafariLogAllCommunicationHexDumpOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsSafariLogAllCommunicationOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsSafariOpenLinksInBackgroundOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsSafariSocketChunkSizeOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsSafariWebInspectorMaxFrameLengthOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsWebkitResponseTimeoutOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsWebviewConnectRetriesOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.ios.options.webview,SupportsWebviewConnectTimeoutOption,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.mac,Mac2Driver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.mac,Mac2StartScreenRecordingOptions,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.mac,Mac2StopScreenRecordingOptions,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.mac.options,Mac2Options,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SupportsSystemPortOption; SupportsSystemHostOption; SupportsWebDriverAgentMacUrlOption; SupportsBootstrapRootOption; SupportsBundleIdOption; SupportsArgumentsOption; SupportsEnvironmentOption; SupportsServerStartupTimeoutOption; SupportsSkipAppKillOption; SupportsShowServerLogsOption
java-client,io.appium.java_client.pagefactory,AppiumElementLocator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory,AppiumElementLocator.WaitingFunction,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: foundStaleElementReferenceException
java-client,io.appium.java_client.pagefactory,AppiumElementLocator.WaitingFunction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory,AppiumFieldDecorator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory,AppiumFieldDecorator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: availableElementClasses; DEFAULT_WAITING_TIMEOUT; webDriver; defaultElementFieldDecoracor; widgetLocatorFactory; platform; automation; duration
java-client,io.appium.java_client.pagefactory,DefaultElementByBuilder.AnnotationComparator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
java-client,io.appium.java_client.pagefactory,DefaultElementByBuilder.AnnotationComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory,LocatorGroupStrategy,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
java-client,io.appium.java_client.pagefactory,ThrowableUtil,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory,WidgetByBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory,WidgetByBuilder,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DefaultElementByBuilder
java-client,io.appium.java_client.pagefactory,WidgetByBuilder.WhatIsNeeded,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
java-client,io.appium.java_client.pagefactory,WidgetByBuilder.WhatIsNeeded,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory,WidgetInterceptor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory,WidgetListInterceptor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory,DurationBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory.bys.builder,AnnotatedElementContainer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: annotated
java-client,io.appium.java_client.pagefactory.bys.builder,AppiumByBuilder,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Strategies; AppiumByBuilder
java-client,io.appium.java_client.pagefactory.bys.builder,ByAll,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory.bys.builder,ByChained,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory.bys.builder,HowToUseSelectors,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
java-client,io.appium.java_client.pagefactory.bys.builder,Strategies,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: valueName
java-client,io.appium.java_client.pagefactory.bys,ContentMappedBy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory.bys,ContentType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
java-client,io.appium.java_client.pagefactory.interceptors,InterceptorOfAListOfElements,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory.interceptors,InterceptorOfASingleElement,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory.locator,CacheableElementLocatorFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory.utils,ProxyFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.pagefactory.utils,WebDriverUnpackUtility,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.proxy,Helpers,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.proxy,Helpers,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: OBJECT_METHOD_NAMES
java-client,io.appium.java_client.proxy,Interceptor,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: intercept
java-client,io.appium.java_client.proxy,NotImplementedException,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
java-client,io.appium.java_client.proxy,NotImplementedException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.proxy,ProxyListenersContainer.Pair,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: key; value
java-client,io.appium.java_client.proxy,ProxyListenersContainer.Pair,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
java-client,io.appium.java_client.proxy,ProxyHelpersTest.FakeIOSDriver,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
java-client,io.appium.java_client.proxy,ProxyHelpersTest.FakeIOSDriver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
